pair,file,column,arm,min_ns,bytes
2,twitter,dom-stringify,fold-on,234800,466906
3,twitter,dom-stringify,fold-off,230300,466906
3,twitter,dom-stringify,fold-on,237500,466906
4,twitter,dom-stringify,fold-off,225600,466906
4,twitter,dom-stringify,fold-on,226300,466906
5,twitter,dom-stringify,fold-off,229200,466906
5,twitter,dom-stringify,fold-on,225500,466906
6,twitter,dom-stringify,fold-off,217500,466906
6,twitter,dom-stringify,fold-on,226000,466906
7,twitter,dom-stringify,fold-off,229800,466906
7,twitter,dom-stringify,fold-on,219400,466906
8,twitter,dom-stringify,fold-off,222800,466906
8,twitter,dom-stringify,fold-on,225100,466906
9,twitter,dom-stringify,fold-off,226100,466906
9,twitter,dom-stringify,fold-on,219800,466906
10,twitter,dom-stringify,fold-off,237000,466906
10,twitter,dom-stringify,fold-on,230900,466906
11,twitter,dom-stringify,fold-off,220300,466906
11,twitter,dom-stringify,fold-on,232000,466906
12,twitter,dom-stringify,fold-off,221600,466906
12,twitter,dom-stringify,fold-on,225600,466906
13,twitter,dom-stringify,fold-off,230100,466906
13,twitter,dom-stringify,fold-on,222000,466906
14,twitter,dom-stringify,fold-off,231600,466906
14,twitter,dom-stringify,fold-on,231300,466906
15,twitter,dom-stringify,fold-off,225500,466906
15,twitter,dom-stringify,fold-on,227700,466906
16,twitter,dom-stringify,fold-off,227100,466906
16,twitter,dom-stringify,fold-on,225700,466906
17,twitter,dom-stringify,fold-off,227100,466906
17,twitter,dom-stringify,fold-on,225400,466906
18,twitter,dom-stringify,fold-off,207700,466906
18,twitter,dom-stringify,fold-on,222100,466906
19,twitter,dom-stringify,fold-off,213500,466906
19,twitter,dom-stringify,fold-on,222000,466906
20,twitter,dom-stringify,fold-off,225400,466906
20,twitter,dom-stringify,fold-on,224700,466906
21,twitter,dom-stringify,fold-off,224800,466906
21,twitter,dom-stringify,fold-on,220600,466906
22,twitter,dom-stringify,fold-off,218700,466906
22,twitter,dom-stringify,fold-on,220200,466906
23,twitter,dom-stringify,fold-off,220100,466906
23,twitter,dom-stringify,fold-on,222900,466906
24,twitter,dom-stringify,fold-off,216100,466906
24,twitter,dom-stringify,fold-on,221500,466906
25,twitter,dom-stringify,fold-off,221800,466906
25,twitter,dom-stringify,fold-on,214400,466906
26,twitter,dom-stringify,fold-off,215800,466906
26,twitter,dom-stringify,fold-on,223000,466906
27,twitter,dom-stringify,fold-off,220100,466906
27,twitter,dom-stringify,fold-on,215200,466906
28,twitter,dom-stringify,fold-off,229800,466906
28,twitter,dom-stringify,fold-on,223600,466906
29,twitter,dom-stringify,fold-off,240800,466906
29,twitter,dom-stringify,fold-on,220700,466906
30,twitter,dom-stringify,fold-off,235600,466906
30,twitter,dom-stringify,fold-on,216400,466906
31,twitter,dom-stringify,fold-off,221400,466906
31,twitter,dom-stringify,fold-on,205000,466906
32,twitter,dom-stringify,fold-off,231600,466906
32,twitter,dom-stringify,fold-on,232200,466906
33,twitter,dom-stringify,fold-off,237600,466906
33,twitter,dom-stringify,fold-on,244700,466906
34,twitter,dom-stringify,fold-off,230900,466906
