pair,file,column,arm,min_ns,bytes
45,citm_catalog,dom-parse,swar8,3632000,1727204
45,citm_catalog,dom-parse,avx2,3524000,1727204
46,citm_catalog,dom-parse,swar8,3428500,1727204
46,citm_catalog,dom-parse,avx2,3573600,1727204
47,citm_catalog,dom-parse,swar8,3480100,1727204
47,citm_catalog,dom-parse,avx2,3500600,1727204
48,citm_catalog,dom-parse,swar8,3551600,1727204
48,citm_catalog,dom-parse,avx2,3424600,1727204
49,citm_catalog,dom-parse,swar8,3596700,1727204
49,citm_catalog,dom-parse,avx2,3522200,1727204
50,citm_catalog,dom-parse,swar8,3622800,1727204
50,citm_catalog,dom-parse,avx2,3529300,1727204
51,citm_catalog,dom-parse,swar8,3399300,1727204
51,citm_catalog,dom-parse,avx2,3498900,1727204
52,citm_catalog,dom-parse,swar8,3600500,1727204
52,citm_catalog,dom-parse,avx2,3535600,1727204
53,citm_catalog,dom-parse,swar8,3627600,1727204
53,citm_catalog,dom-parse,avx2,3458400,1727204
54,citm_catalog,dom-parse,swar8,3601900,1727204
54,citm_catalog,dom-parse,avx2,3487700,1727204
55,citm_catalog,dom-parse,swar8,3499300,1727204
55,citm_catalog,dom-parse,avx2,3448300,1727204
56,citm_catalog,dom-parse,swar8,3529900,1727204
56,citm_catalog,dom-parse,avx2,3433500,1727204
57,citm_catalog,dom-parse,swar8,3466500,1727204
57,citm_catalog,dom-parse,avx2,3403900,1727204
58,citm_catalog,dom-parse,swar8,3437200,1727204
58,citm_catalog,dom-parse,avx2,3489000,1727204
59,citm_catalog,dom-parse,swar8,3569900,1727204
59,citm_catalog,dom-parse,avx2,3503000,1727204
60,citm_catalog,dom-parse,swar8,3603800,1727204
60,citm_catalog,dom-parse,avx2,3350400,1727204
61,citm_catalog,dom-parse,swar8,3548900,1727204
61,citm_catalog,dom-parse,avx2,3464900,1727204
1,citm_catalog,scan,swar8,813800,1727204
1,citm_catalog,scan,avx2,810200,1727204
2,citm_catalog,scan,swar8,784000,1727204
2,citm_catalog,scan,avx2,761400,1727204
3,citm_catalog,scan,swar8,816900,1727204
3,citm_catalog,scan,avx2,757800,1727204
4,citm_catalog,scan,swar8,797200,1727204
4,citm_catalog,scan,avx2,772400,1727204
5,citm_catalog,scan,swar8,807200,1727204
5,citm_catalog,scan,avx2,739100,1727204
6,citm_catalog,scan,swar8,795400,1727204
6,citm_catalog,scan,avx2,764200,1727204
7,citm_catalog,scan,swar8,776900,1727204
7,citm_catalog,scan,avx2,772800,1727204
8,citm_catalog,scan,swar8,811200,1727204
8,citm_catalog,scan,avx2,768000,1727204
9,citm_catalog,scan,swar8,797100,1727204
9,citm_catalog,scan,avx2,762200,1727204
