pair,file,column,arm,min_ns,bytes
60,citm_catalog,dom-stringify,folded,461600,500299
61,citm_catalog,dom-stringify,no_fold,432900,500299
61,citm_catalog,dom-stringify,folded,463400,500299
1,citm_catalog,struct-stringify,no_fold,323700,500299
1,citm_catalog,struct-stringify,folded,387200,500299
2,citm_catalog,struct-stringify,no_fold,333600,500299
2,citm_catalog,struct-stringify,folded,400100,500299
3,citm_catalog,struct-stringify,no_fold,331900,500299
3,citm_catalog,struct-stringify,folded,387400,500299
4,citm_catalog,struct-stringify,no_fold,336600,500299
4,citm_catalog,struct-stringify,folded,389800,500299
5,citm_catalog,struct-stringify,no_fold,336200,500299
5,citm_catalog,struct-stringify,folded,383500,500299
6,citm_catalog,struct-stringify,no_fold,326900,500299
6,citm_catalog,struct-stringify,folded,380300,500299
7,citm_catalog,struct-stringify,no_fold,316900,500299
7,citm_catalog,struct-stringify,folded,387700,500299
8,citm_catalog,struct-stringify,no_fold,340100,500299
8,citm_catalog,struct-stringify,folded,378800,500299
9,citm_catalog,struct-stringify,no_fold,328100,500299
9,citm_catalog,struct-stringify,folded,379000,500299
10,citm_catalog,struct-stringify,no_fold,326900,500299
10,citm_catalog,struct-stringify,folded,378300,500299
11,citm_catalog,struct-stringify,no_fold,330400,500299
11,citm_catalog,struct-stringify,folded,389200,500299
12,citm_catalog,struct-stringify,no_fold,334400,500299
12,citm_catalog,struct-stringify,folded,378600,500299
13,citm_catalog,struct-stringify,no_fold,333800,500299
13,citm_catalog,struct-stringify,folded,486500,500299
14,citm_catalog,struct-stringify,no_fold,325700,500299
14,citm_catalog,struct-stringify,folded,380100,500299
15,citm_catalog,struct-stringify,no_fold,317100,500299
15,citm_catalog,struct-stringify,folded,387200,500299
16,citm_catalog,struct-stringify,no_fold,329500,500299
16,citm_catalog,struct-stringify,folded,387500,500299
17,citm_catalog,struct-stringify,no_fold,306100,500299
17,citm_catalog,struct-stringify,folded,386900,500299
18,citm_catalog,struct-stringify,no_fold,331800,500299
18,citm_catalog,struct-stringify,folded,394000,500299
19,citm_catalog,struct-stringify,no_fold,333500,500299
19,citm_catalog,struct-stringify,folded,370200,500299
20,citm_catalog,struct-stringify,no_fold,333800,500299
20,citm_catalog,struct-stringify,folded,387700,500299
21,citm_catalog,struct-stringify,no_fold,327600,500299
21,citm_catalog,struct-stringify,folded,400900,500299
22,citm_catalog,struct-stringify,no_fold,319800,500299
22,citm_catalog,struct-stringify,folded,381800,500299
23,citm_catalog,struct-stringify,no_fold,333500,500299
23,citm_catalog,struct-stringify,folded,390500,500299
24,citm_catalog,struct-stringify,no_fold,312800,500299
24,citm_catalog,struct-stringify,folded,381100,500299
25,citm_catalog,struct-stringify,no_fold,313700,500299
25,citm_catalog,struct-stringify,folded,387200,500299
26,citm_catalog,struct-stringify,no_fold,318300,500299
