pair,file,column,arm,min_ns,bytes
49,citm_catalog,dom-stringify,esc_wide,402700,500299
50,citm_catalog,dom-stringify,esc_scalar,406200,500299
50,citm_catalog,dom-stringify,esc_wide,407600,500299
51,citm_catalog,dom-stringify,esc_scalar,409200,500299
51,citm_catalog,dom-stringify,esc_wide,396200,500299
52,citm_catalog,dom-stringify,esc_scalar,382800,500299
52,citm_catalog,dom-stringify,esc_wide,394000,500299
53,citm_catalog,dom-stringify,esc_scalar,409200,500299
53,citm_catalog,dom-stringify,esc_wide,396600,500299
54,citm_catalog,dom-stringify,esc_scalar,437300,500299
54,citm_catalog,dom-stringify,esc_wide,396500,500299
55,citm_catalog,dom-stringify,esc_scalar,422700,500299
55,citm_catalog,dom-stringify,esc_wide,408300,500299
56,citm_catalog,dom-stringify,esc_scalar,427400,500299
56,citm_catalog,dom-stringify,esc_wide,402800,500299
57,citm_catalog,dom-stringify,esc_scalar,405300,500299
57,citm_catalog,dom-stringify,esc_wide,411700,500299
58,citm_catalog,dom-stringify,esc_scalar,429300,500299
58,citm_catalog,dom-stringify,esc_wide,412200,500299
59,citm_catalog,dom-stringify,esc_scalar,429600,500299
59,citm_catalog,dom-stringify,esc_wide,401800,500299
60,citm_catalog,dom-stringify,esc_scalar,478800,500299
60,citm_catalog,dom-stringify,esc_wide,418700,500299
61,citm_catalog,dom-stringify,esc_scalar,446100,500299
61,citm_catalog,dom-stringify,esc_wide,416700,500299
1,citm_catalog,struct-parse,esc_scalar,1396800,1777672
1,citm_catalog,struct-parse,esc_wide,1431800,1777672
2,citm_catalog,struct-parse,esc_scalar,1430700,1777672
2,citm_catalog,struct-parse,esc_wide,1430800,1777672
3,citm_catalog,struct-parse,esc_scalar,1378000,1777672
3,citm_catalog,struct-parse,esc_wide,1365700,1777672
4,citm_catalog,struct-parse,esc_scalar,1389100,1777672
4,citm_catalog,struct-parse,esc_wide,1389600,1777672
5,citm_catalog,struct-parse,esc_scalar,1393600,1777672
5,citm_catalog,struct-parse,esc_wide,1438500,1777672
6,citm_catalog,struct-parse,esc_scalar,1364500,1777672
6,citm_catalog,struct-parse,esc_wide,1407000,1777672
7,citm_catalog,struct-parse,esc_scalar,1423800,1777672
7,citm_catalog,struct-parse,esc_wide,1420400,1777672
8,citm_catalog,struct-parse,esc_scalar,1438600,1777672
8,citm_catalog,struct-parse,esc_wide,1419900,1777672
9,citm_catalog,struct-parse,esc_scalar,1404100,1777672
9,citm_catalog,struct-parse,esc_wide,1457900,1777672
10,citm_catalog,struct-parse,esc_scalar,1454700,1777672
10,citm_catalog,struct-parse,esc_wide,1393700,1777672
11,citm_catalog,struct-parse,esc_scalar,1388300,1777672
11,citm_catalog,struct-parse,esc_wide,1370000,1777672
12,citm_catalog,struct-parse,esc_scalar,1432700,1777672
12,citm_catalog,struct-parse,esc_wide,1353700,1777672
13,citm_catalog,struct-parse,esc_scalar,1340800,1777672
13,citm_catalog,struct-parse,esc_wide,1364200,1777672
14,citm_catalog,struct-parse,esc_scalar,1421800,1777672
14,citm_catalog,struct-parse,esc_wide,1407200,1777672
15,citm_catalog,struct-parse,esc_scalar,1430300,1777672
15,citm_catalog,struct-parse,esc_wide,1515900,1777672
16,citm_catalog,struct-parse,esc_scalar,1461900,1777672
16,citm_catalog,struct-parse,esc_wide,1421800,1777672
17,citm_catalog,struct-parse,esc_scalar,1490400,1777672
17,citm_catalog,struct-parse,esc_wide,1456300,1777672
18,citm_catalog,struct-parse,esc_scalar,1476500,1777672
18,citm_catalog,struct-parse,esc_wide,1401000,1777672
19,citm_catalog,struct-parse,esc_scalar,1445100,1777672
19,citm_catalog,struct-parse,esc_wide,1398100,1777672
20,citm_catalog,struct-parse,esc_scalar,1563300,1777672
20,citm_catalog,struct-parse,esc_wide,1474600,1777672
21,citm_catalog,struct-parse,esc_scalar,1474000,1777672
21,citm_catalog,struct-parse,esc_wide,1421100,1777672
22,citm_catalog,struct-parse,esc_scalar,1446500,1777672
22,citm_catalog,struct-parse,esc_wide,1420200,1777672
23,citm_catalog,struct-parse,esc_scalar,1478600,1777672
23,citm_catalog,struct-parse,esc_wide,1432100,1777672
24,citm_catalog,struct-parse,esc_scalar,1446200,1777672
24,citm_catalog,struct-parse,esc_wide,1423100,1777672
25,citm_catalog,struct-parse,esc_scalar,1383600,1777672
25,citm_catalog,struct-parse,esc_wide,1372600,1777672
26,citm_catalog,struct-parse,esc_scalar,1436200,1777672
26,citm_catalog,struct-parse,esc_wide,1380800,1777672
27,citm_catalog,struct-parse,esc_scalar,1440500,1777672
27,citm_catalog,struct-parse,esc_wide,1430800,1777672
28,citm_catalog,struct-parse,esc_scalar,1462300,1777672
28,citm_catalog,struct-parse,esc_wide,1435900,1777672
29,citm_catalog,struct-parse,esc_scalar,1419400,1777672
29,citm_catalog,struct-parse,esc_wide,1424900,1777672
30,citm_catalog,struct-parse,esc_scalar,1485500,1777672
30,citm_catalog,struct-parse,esc_wide,1462700,1777672
31,citm_catalog,struct-parse,esc_scalar,1430400,1777672
31,citm_catalog,struct-parse,esc_wide,1380800,1777672
32,citm_catalog,struct-parse,esc_scalar,1427100,1777672
32,citm_catalog,struct-parse,esc_wide,1456500,1777672
33,citm_catalog,struct-parse,esc_scalar,1391900,1777672
33,citm_catalog,struct-parse,esc_wide,1376000,1777672
34,citm_catalog,struct-parse,esc_scalar,1416200,1777672
34,citm_catalog,struct-parse,esc_wide,1478200,1777672
35,citm_catalog,struct-parse,esc_scalar,1353000,1777672
35,citm_catalog,struct-parse,esc_wide,1399400,1777672
36,citm_catalog,struct-parse,esc_scalar,1395700,1777672
36,citm_catalog,struct-parse,esc_wide,1416000,1777672
37,citm_catalog,struct-parse,esc_scalar,1370700,1777672
37,citm_catalog,struct-parse,esc_wide,1370000,1777672
38,citm_catalog,struct-parse,esc_scalar,1368400,1777672
38,citm_catalog,struct-parse,esc_wide,1402600,1777672
39,citm_catalog,struct-parse,esc_scalar,1379700,1777672
39,citm_catalog,struct-parse,esc_wide,1313300,1777672
40,citm_catalog,struct-parse,esc_scalar,1310100,1777672
40,citm_catalog,struct-parse,esc_wide,1310700,1777672
41,citm_catalog,struct-parse,esc_scalar,1313800,1777672
41,citm_catalog,struct-parse,esc_wide,1354700,1777672
42,citm_catalog,struct-parse,esc_scalar,1336300,1777672
42,citm_catalog,struct-parse,esc_wide,1313500,1777672
43,citm_catalog,struct-parse,esc_scalar,1382400,1777672
43,citm_catalog,struct-parse,esc_wide,1311600,1777672
44,citm_catalog,struct-parse,esc_scalar,1308300,1777672
44,citm_catalog,struct-parse,esc_wide,1331500,1777672
45,citm_catalog,struct-parse,esc_scalar,1351300,1777672
45,citm_catalog,struct-parse,esc_wide,1347700,1777672
46,citm_catalog,struct-parse,esc_scalar,1347300,1777672
46,citm_catalog,struct-parse,esc_wide,1307700,1777672
47,citm_catalog,struct-parse,esc_scalar,1344800,1777672
47,citm_catalog,struct-parse,esc_wide,1420600,1777672
48,citm_catalog,struct-parse,esc_scalar,1356400,1777672
48,citm_catalog,struct-parse,esc_wide,1377600,1777672
49,citm_catalog,struct-parse,esc_scalar,1312300,1777672
49,citm_catalog,struct-parse,esc_wide,1319900,1777672
50,citm_catalog,struct-parse,esc_scalar,1356200,1777672
50,citm_catalog,struct-parse,esc_wide,1311900,1777672
51,citm_catalog,struct-parse,esc_scalar,1334300,1777672
51,citm_catalog,struct-parse,esc_wide,1340600,1777672
52,citm_catalog,struct-parse,esc_scalar,1313700,1777672
52,citm_catalog,struct-parse,esc_wide,1325200,1777672
53,citm_catalog,struct-parse,esc_scalar,1310500,1777672
53,citm_catalog,struct-parse,esc_wide,1326500,1777672
54,citm_catalog,struct-parse,esc_scalar,1396600,1777672
